Median_House_Value,Distance_to_coast,Tot_Rooms,Median_Age,Population,Median_Income
223800,22695.72994,3301.0,31,1532,3.7303
133300,34936.46644,349.0,33,460,2.375
247200,77967.43781,1257.0,20,551,4.6591
290200,19421.93379,2890.0,33,1300,6.5616
164100,9001.591427,3025.0,28,1328,2.694
329500,38374.74096,5989.0,2,1787,6.6916
163400,13096.14157,3548.0,18,1476,3.7188
89400,59860.54373,1511.0,18,1062,2.3438
394000,7987.557941,1300.0,32,703,3.5667
129800,6629.493728,2966.0,15,1687,3.4817
386600,21599.07868,3917.0,30,1330,6.5617
79400,6206.88098,2028.0,34,1797,1.7402
225000,8693.455897,52.0,16,51,2.475
165400,23859.80058,903.0,36,1068,3.0398
102600,18119.53506,1026.0,36,1316,1.7708
50000,20914.23441,123.0,5,50,2.7656
117900,60496.97739,1915.0,48,1060,3.4044
466400,2649.499757,2250.0,28,826,6.9257
229500,3164.455488,2472.0,14,1292,3.3026
258300,29402.09359,2294.0,19,1686,3.0288
423100,4253.691468,1581.0,35,580,4.05
332700,2509.908714,1792.0,52,782,4.0391
245700,35233.17147,1437.0,52,980,5.3032
376000,3753.650862,1655.0,34,870,3.2109
269500,5897.79929,2033.0,52,787,3.1603
258800,25940.15526,4297.0,36,2038,5.2851
113900,23354.45737,1105.0,22,971,3.1667
373600,17079.8839,3823.0,25,1689,7.3693
214400,36341.08928,2268.0,24,847,3.858
237500,8031.151521,1490.0,21,686,2.3812
181400,9754.866745,2421.0,19,1726,3.287
129000,16662.397,1827.0,45,1507,2.8942
227100,20741.17728,1034.0,52,531,2.7411
144100,8392.430375,2713.0,17,1475,4.8542
137500,67491.59506,371.0,31,208,3.875
197100,7176.781803,2492.0,30,1250,5.5277
145000,60190.55967,3814.0,19,2219,3.5208
87500,99504.39548,1347.0,16,271,4.0
230400,23105.01775,1840.0,46,866,3.3056
160400,55135.5024,2103.0,16,1305,5.2849
139700,15521.33555,2345.0,35,2042,2.5955
299200,11043.32316,2031.0,10,867,5.3169
234900,35233.17147,2433.0,36,1565,3.2344
70500,77808.63754,2868.0,37,2055,2.3508
162500,13255.3003,1860.0,31,1848,2.2891
365900,18776.24201,2933.0,36,1115,4.3036
132000,5698.726903,729.0,52,395,1.6875
219500,28053.38916,3196.0,20,2929,3.0206
95000,60988.55791,789.0,27,295,3.7667
106300,9437.581466,523.0,37,374,1.4726
287500,5864.781896,1693.0,52,669,3.5417
245500,5887.733647,4496.0,24,1928,4.6808
159400,84968.27651,1118.0,27,647,2.9135
213200,16244.1191,2929.0,29,1618,3.6875
269100,14717.22628,2741.0,48,1115,5.0514
121400,58175.95807,633.0,43,292,1.1601
112500,4012.371429,946.0,40,700,1.775
261000,23974.02728,1885.0,8,835,5.0206
157500,4448.919413,726.0,45,519,3.375
128100,63286.11997,1153.0,12,446,3.038
152600,116157.6896,3661.0,13,567,4.4063
116100,53613.78569,1143.0,32,454,3.8333
97300,18087.41857,643.0,39,821,2.5729
196300,103494.8169,2544.0,16,1199,4.5129
362500,3579.435686,221.0,24,75,5.1292
253900,25909.14391,2871.0,30,1335,5.0232
190900,24769.30134,1919.0,35,1302,5.6409
140700,85608.07094,1613.0,16,811,5.2591
295200,8664.175753,2935.0,50,1031,7.5
90600,64267.28661,1248.0,41,770,3.025
157300,7037.431194,1524.0,42,651,3.6875
195400,18831.98155,974.0,4,428,4.6141
241700,42742.9725,2856.0,18,1027,4.6953
289000,28630.50196,4567.0,24,2102,5.6895
68500,5318.890699,3083.0,26,960,1.9074
379600,28190.65332,1975.0,33,801,7.8193
173100,32946.22007,1532.0,28,977,4.4773
109400,54722.19221,1273.0,31,686,2.4922
300900,41543.88824,2168.0,47,902,5.894
198200,13313.08226,2690.0,29,1747,3.3713
174000,3530.746613,1535.0,31,1291,2.9375
194400,18709.80781,3080.0,15,1446,3.6696
346100,17858.96784,2950.0,16,1228,5.3749
123400,58495.5024,4481.0,24,2398,3.864
163100,4792.904567,1697.0,36,1274,3.35
191400,12780.05477,3956.0,24,3196,4.3512
169800,12219.62347,2131.0,44,1040,5.0912
221500,33281.88138,3912.0,17,2693,5.0772
292900,37457.79294,2812.0,49,1329,5.2503
326600,22358.20624,1709.0,37,778,3.9036
169300,10680.36721,1613.0,15,702,4.875
240500,31522.29505,2015.0,39,640,4.1734
123800,30428.59021,871.0,36,2862,2.1845
252100,15389.43024,1199.0,32,814,4.6719
187500,6514.862407,1405.0,45,733,4.1116
209400,4818.502579,2573.0,23,1478,3.4833
180900,22695.06399,4687.0,14,2436,4.5391
72600,51705.0904,2828.0,32,1655,2.5574
103000,60215.40303,1239.0,36,764,3.0156
149100,14727.06276,3063.0,38,2153,1.8472
313100,13898.52697,3441.0,37,1283,4.1656
163000,24203.91897,1911.0,20,1407,2.7647
276100,2438.34851,2406.0,36,1189,4.7917
155500,26696.11425,1747.0,45,1680,2.6051
92700,3256.835746,2148.0,52,975,2.2566
271900,12231.05909,3576.0,21,1846,5.9838
248800,13928.06475,2223.0,16,628,4.3603
435100,2049.144009,4061.0,30,1487,4.1827
100200,6069.162396,2176.0,16,1410,3.5436
196900,27252.17146,1615.0,30,1245,1.8929
278900,30457.13926,3079.0,21,1431,4.0714
388900,45306.84136,2535.0,45,1036,5.0482
93300,113786.4975,1954.0,14,917,3.1523
152300,8456.565533,4369.0,24,3123,2.0571
288800,18001.72256,2549.0,31,1044,6.9737
196800,19783.45302,1286.0,36,788,3.5333
61200,45011.19632,1009.0,17,745,2.0463
375700,19149.70605,4050.0,5,1986,7.5847
126700,11543.60833,3444.0,33,1884,3.7891
151100,28984.91234,2412.0,40,2119,2.075
156300,5707.164231,978.0,37,462,3.625
130200,70081.24886,2683.0,17,1410,1.962
258600,19555.18636,3234.0,26,1597,6.1074
123400,54143.39979,1840.0,29,1278,3.5036
371900,4925.330524,1758.0,52,607,5.5083
87600,53795.34055,2525.0,18,1726,2.398
187500,6951.045426,1006.0,24,610,2.25
362800,9056.084428,3770.0,39,1265,6.3302
172400,23941.37416,2807.0,14,2729,2.6667
414600,2932.236492,3021.0,52,1479,4.0208
132500,21794.91096,1534.0,18,741,3.9607
163500,20805.19367,1050.0,16,722,4.5187
95100,17024.108,545.0,23,610,1.4861
96100,7683.376195,959.0,23,425,2.5536
158300,22298.79671,180.0,50,356,2.1944
117600,56731.66424,2074.0,33,911,2.87
104000,80478.47448,3095.0,21,1341,2.1382
250000,21100.54082,2067.0,38,2717,1.7641
221700,7749.421284,4571.0,11,2004,4.2898
186100,20743.02563,1622.0,35,845,4.5769
221900,6285.83977,4650.0,25,2503,5.742
190800,11845.96168,3461.0,19,2790,4.7569
164500,30350.48153,1807.0,15,1277,4.5045
152300,3279.133973,574.0,24,784,2.25
142500,5427.301746,1125.0,50,616,2.026
112500,4855.340049,55.0,52,65,1.6591
89400,68875.49295,2233.0,20,1024,2.4554
178000,27179.88322,1410.0,40,932,4.2206
224700,20644.18744,4975.0,16,2537,5.2361
268800,4178.134466,5041.0,21,2719,3.5335
125900,50167.66495,1126.0,40,667,3.3158
208200,30869.711,4267.0,31,3176,3.0212
271300,16781.92817,5323.0,16,2493,5.6762
338100,13952.05492,3518.0,50,1724,3.0833
282300,19879.53602,2107.0,26,2660,2.3375
249000,17659.11939,1905.0,25,865,6.4797
255700,37701.36646,3244.0,19,1174,5.8369
69800,15041.77828,1518.0,42,656,1.4952
235600,31049.56405,906.0,16,605,4.8173
327700,9965.156532,2065.0,43,1029,3.7318
103100,111001.3868,5667.0,6,2447,2.3617
190700,21139.6612,1106.0,45,595,3.6625
87500,15417.32733,975.0,40,1068,0.9889
98200,91207.74899,1650.0,32,802,2.9048
251000,6286.137038,3131.0,34,2204,3.5536
132700,5732.822351,2301.0,42,2114,2.0579
246700,3575.551172,1385.0,32,1096,4.475
236500,5298.151771,974.0,52,403,4.3281
63900,52733.54783,1453.0,39,843,1.7692
190000,9370.796615,1406.0,33,1075,3.2813
241800,7349.620842,3503.0,52,1504,3.2705
160700,6498.165922,1642.0,50,713,3.2984
143800,28154.24108,3604.0,26,2605,3.0969
180200,11300.87127,4255.0,22,2901,3.2636
187500,76312.63942,1343.0,16,732,3.5833
144900,25847.50687,3038.0,18,1904,3.8024
231000,19742.55379,3858.0,27,2321,3.3155
107500,47535.63245,437.0,27,469,1.7206
195300,12854.06019,2568.0,29,1743,1.9286
170400,23866.21191,1438.0,33,1378,2.8917
178200,6347.124573,2918.0,6,1911,4.1406
69800,58969.54975,1265.0,19,755,3.3472
78800,80469.00164,2209.0,31,1314,1.7235
164500,56424.22013,3080.0,52,975,3.776
228600,16941.87703,4735.0,24,2600,5.0764
110700,115592.1635,5254.0,19,2155,4.6705
136000,13397.61957,1906.0,26,1325,3.0197
304800,27817.65768,831.0,36,272,6.3427
114200,17163.74633,1648.0,47,1120,2.0042
394400,289.0735112,3944.0,42,1374,4.174
79900,61640.50634,1156.0,38,877,1.4514
263400,8070.902204,1813.0,52,637,4.0114
210000,26159.93129,1019.0,36,602,2.625
159700,7612.555698,1693.0,45,1255,3.6923
194100,114229.8889,2045.0,7,878,6.0296
98600,67627.04866,1650.0,32,1124,3.1838
69800,65437.02609,1649.0,29,671,3.0602
97800,46533.70413,5665.0,11,3422,2.3343
144300,68920.48151,3192.0,26,1132,4.5278
63500,25577.10281,1511.0,35,892,1.7898
109400,6329.831859,2739.0,16,1259,3.7557
137900,43521.12536,1476.0,27,1156,3.1929
185400,43823.71366,4327.0,20,2296,3.0441
273500,18495.97666,3833.0,21,1645,4.625
300000,2795.631716,1974.0,52,935,2.7173
162800,61266.38144,1658.0,11,913,4.1705
68800,24638.95376,1419.0,38,1226,2.2188
255600,5867.638517,5188.0,26,2341,5.0029
339500,5235.198259,1083.0,36,522,5.7765
215100,16087.10972,4413.0,20,4818,2.8594
92000,63032.56016,1231.0,34,841,2.6442
118000,58423.45062,3498.0,16,2372,2.3229
190900,13602.90774,2010.0,12,784,3.9728
97000,15694.47327,2334.0,18,962,1.808
279200,6455.148919,817.0,42,391,2.1776
133000,28986.57967,1070.0,52,925,1.825
183900,16299.19443,2314.0,33,1714,1.7377
87500,21055.72409,2375.0,38,1167,2.6673
418800,6156.826713,1309.0,41,534,5.1708
97300,20683.85538,2128.0,16,1860,3.1779
288200,33023.11918,3182.0,16,1663,7.0592
37500,90952.75602,365.0,10,140,1.7969
275000,69726.9615,505.0,23,163,1.3696
308600,30723.98237,3348.0,17,1222,6.6361
99300,12496.15344,2041.0,36,1390,2.0114
212800,3509.357965,4219.0,42,3549,1.2387
286700,5890.835949,3710.0,25,2068,3.5445
458600,3386.50581,2408.0,48,1005,3.5213
212500,14111.91587,2578.0,24,1217,2.2401
165100,75362.48349,4289.0,4,1981,5.3366
153200,25797.33712,2121.0,19,1236,4.7717
141300,47601.58824,1566.0,35,1396,4.05
225600,13389.21742,2985.0,35,1614,5.4631
232400,20219.18759,4150.0,17,1808,3.5051
129900,12405.13941,2021.0,43,1051,3.3836
263600,6598.060789,2383.0,43,962,2.2578
165000,9287.537048,790.0,32,380,2.7
327100,4746.332283,1225.0,52,412,5.7912
125000,3845.221777,335.0,29,202,2.0062
241400,20697.38756,1328.0,25,691,4.9234
205100,3686.983622,1803.0,16,946,5.7001
116700,90975.81498,1783.0,10,638,2.65
232500,56179.95532,3994.0,52,1295,5.1169
219500,9933.198436,2220.0,36,1002,5.0719
138600,28120.48114,1789.0,37,2279,3.9
42500,15701.92371,164.0,16,542,1.6563
350000,6211.49756,15.0,26,11,5.048
247000,21436.6978,3725.0,6,2833,2.3214
350000,2520.800595,855.0,16,486,0.7591
199300,1497.796636,1489.0,48,1115,2.6364
123700,85516.77115,1937.0,30,945,3.8906
270600,2055.514806,1096.0,37,490,3.2663
211000,4456.630234,1445.0,28,1017,3.6693
167100,61720.45348,4028.0,5,2062,4.0579
84200,20479.87078,1042.0,17,650,3.1
134400,7272.410323,4114.0,30,1994,4.2227
100600,43548.57154,4376.0,27,2667,1.9194
161900,8836.98161,2247.0,37,1237,4.45
81600,82721.4356,4464.0,6,2364,2.3848
358600,8094.933421,1934.0,44,783,4.8684
430000,1128.440786,2085.0,29,919,5.6017
160700,44547.67839,2994.0,35,1933,4.0052
119900,22298.79671,1311.0,32,1792,2.3304
92900,17376.77675,1052.0,48,793,1.6585
226600,37457.79294,2012.0,44,1454,3.3229
200600,10138.55678,2810.0,35,1578,3.59
95000,19104.33633,1865.0,47,1916,1.8242
75500,3514.868497,1606.0,52,891,1.585
192200,30869.711,2203.0,42,1470,2.8385
272900,5864.781896,2252.0,44,989,3.0132
262300,14772.55462,5024.0,25,1994,4.2237
127600,17066.20714,3149.0,37,3456,2.8542
244200,24799.12599,2707.0,35,1224,5.2939
169500,14380.50559,1694.0,30,1181,2.9779
198400,12867.2636,3203.0,34,2072,4.225
296300,1825.286476,1408.0,48,891,3.8333
272400,33148.70545,2581.0,18,1284,6.7385
312700,14770.79756,1261.0,28,609,5.1024
116000,57306.76362,943.0,42,466,3.1458
213900,7239.909474,2062.0,46,1522,3.087
241500,20062.33212,3345.0,26,1599,3.3516
330000,1521.470879,2709.0,29,1238,3.1563
154200,27045.07111,80.0,34,125,0.8907
253400,3782.544947,3595.0,36,1649,3.3816
160300,31334.5954,1489.0,34,1389,3.4821
368900,18729.73456,2560.0,17,959,7.8528
75600,5205.848245,786.0,48,917,1.875
174600,17557.37832,1129.0,16,758,5.0346
140800,3749.153542,1882.0,47,797,3.5848
143400,10049.11144,1020.0,32,421,3.0208
114100,18891.62183,1650.0,46,1992,2.3403
323700,37639.91643,2051.0,27,917,7.6059
300000,464.491984,3135.0,36,1815,3.7596
82900,81201.99193,1598.0,45,771,2.5417
125400,12801.31749,1375.0,25,1032,3.5492
262200,20135.64962,2008.0,30,1052,3.0119
103500,87480.81869,4663.0,24,1851,1.4418
66400,36802.58289,1302.0,21,1244,2.2054
244700,16241.98961,667.0,16,267,5.6147
153100,12860.31997,161.0,42,157,2.2
213500,5820.777821,2298.0,26,980,2.4207
155700,3320.59662,1141.0,21,671,3.8424
227400,1826.111783,3348.0,39,1817,4.2593
226900,4582.401734,3900.0,12,1690,4.125
133900,6146.46055,2688.0,19,1216,4.4491
146400,9001.591427,2539.0,35,1308,2.6777
227800,12605.35317,2105.0,22,993,4.6602
88100,69150.89731,2879.0,28,1661,2.066
175000,15623.1314,1250.0,33,866,4.1708
138800,18907.69255,1411.0,42,1432,3.0871
191700,36590.04808,102.0,52,54,1.9875
90200,17414.51545,441.0,37,390,1.6513
369400,3441.541779,2035.0,21,948,3.2984
115200,29829.50725,1649.0,20,1729,3.3833
150000,31256.41594,2150.0,19,1510,3.4952
174000,10414.63339,836.0,52,747,4.125
251600,48440.96264,1595.0,31,542,6.6112
93100,16534.75984,1124.0,48,783,3.4444
115200,18085.26474,2255.0,43,1568,1.6955
112800,5296.199967,2876.0,21,2487,2.2007
112700,58495.5024,2341.0,27,1272,3.0208
112500,119675.3977,1189.0,30,446,3.4838
130900,31125.66741,2450.0,31,1459,2.4674
264300,4512.604711,2347.0,33,1259,3.4492
264400,13282.02208,4314.0,23,1972,5.3813
63700,116044.7648,1730.0,44,782,3.0208
203100,11881.98878,1139.0,44,470,3.5481
162500,2721.716336,1434.0,45,735,1.5
130700,68417.28304,3322.0,8,1694,2.7011
246200,3881.676339,2248.0,52,870,3.4732
108900,64161.4321,2670.0,42,1548,2.2794
243100,13999.91974,2136.0,22,1143,2.9479
336200,4827.741816,3414.0,14,1236,3.7635
264700,26504.09855,1482.0,34,584,5.5121
85800,54001.98613,2481.0,26,2411,1.7059
192300,34410.94427,2609.0,18,2221,2.3224
450000,2291.617402,248.0,52,124,1.4886
141500,20666.70785,3386.0,47,1228,3.0625
162200,17716.14737,1806.0,41,1146,2.9643
349400,18481.48181,2287.0,27,967,6.5162
324000,7097.806246,3617.0,17,1176,5.133
140600,38155.2838,956.0,35,488,3.025
162500,21974.93034,1875.0,23,2555,2.0968
185600,6092.74699,2749.0,34,2330,4.2137
69400,38415.56001,1459.0,23,1148,1.5372
86200,114586.8201,4119.0,24,1294,2.4123
220500,31568.42513,1444.0,40,881,3.1083
98800,12474.40272,1429.0,29,672,2.9485
285800,6900.101299,3254.0,29,1593,4.0536
112200,4920.813655,1626.0,43,1284,2.2542
221300,9632.892975,1712.0,44,691,4.3594
115400,19553.82339,861.0,30,1062,1.75
247900,25922.42402,1829.0,32,677,6.1805
205000,5546.457027,1355.0,41,655,2.9551
137500,24813.25281,1481.0,27,1505,2.5769
212100,20179.17912,3187.0,23,1977,3.3939
161400,13726.04479,1554.0,36,974,4.2135
156300,93885.69345,1689.0,28,1057,3.125
156300,37844.76142,3245.0,21,3528,2.3236
135600,35241.36106,1129.0,19,900,3.875
153600,7016.677244,1974.0,52,875,1.5817
135300,40298.91927,3264.0,28,1512,3.7546
207500,18042.51237,3636.0,3,1486,5.5464
239800,10177.67163,2219.0,36,1042,5.2299
135300,5866.478867,2565.0,12,1785,3.0273
200000,15704.24288,1390.0,36,874,2.5812
202300,28609.09479,2063.0,7,1892,1.7301
215000,24654.56416,3744.0,18,1654,3.2158
87500,2419.614887,2511.0,52,1202,2.6607
97400,81574.82494,1258.0,14,752,3.3924
240900,3703.012409,1985.0,52,1337,4.1071
96200,5621.638586,2744.0,52,1479,2.2768
179100,5888.410183,4519.0,36,4818,2.8561
146200,3663.429399,3042.0,26,4812,1.7701
337500,5593.110112,4077.0,25,1719,3.7721
208900,25102.1251,1375.0,47,1512,2.1071
143300,3060.582518,2313.0,47,947,3.942
65300,118542.0924,1984.0,23,1043,1.9375
98400,18085.26474,1832.0,52,1186,1.2434
221700,26160.45167,1763.0,34,894,5.0096
252900,2280.735476,1411.0,52,1091,4.1062
225900,13523.22108,2365.0,15,1446,2.5129
87500,3585.765695,1238.0,52,622,1.5057
265500,15639.60099,1646.0,4,853,5.0821
166300,39210.01027,2281.0,30,1969,3.6531
76800,25585.88882,2283.0,19,1184,1.2227
150000,22459.16405,2107.0,35,2241,3.1513
184500,32984.39165,2824.0,37,1619,3.5568
148800,25854.81522,1430.0,42,1269,3.3214
164300,6208.52232,1659.0,52,788,2.8214
170300,8445.991416,1834.0,41,1105,2.8322
243600,22977.75571,1683.0,32,719,5.3649
309900,18929.78392,2296.0,26,842,7.7889
162500,71308.5138,793.0,18,186,2.3125
295200,19162.90228,1376.0,30,629,3.6823
185300,22697.08228,1478.0,34,956,5.5238
123100,21146.36643,2604.0,45,988,3.6667
225000,22065.81046,323.0,24,751,1.8304
101300,15256.46619,935.0,40,818,1.8798
183100,30621.11976,2644.0,19,2317,3.1042
123600,69408.37302,1341.0,37,533,3.2135
236500,60938.29315,4589.0,20,1660,7.4141
100000,19550.38832,591.0,34,327,3.6528
397800,6657.920148,2958.0,27,1285,4.0801
187500,6429.346311,2110.0,36,952,3.8
341800,8113.393458,1996.0,33,686,6.9096
149100,9912.520483,1451.0,35,1888,2.8462
193200,34333.65024,3512.0,33,1971,4.4653
187100,42144.2207,1371.0,36,806,4.5078
191800,24797.76961,4815.0,23,3232,3.488
146700,30514.45588,2574.0,32,2609,3.7566
248700,23391.25482,5020.0,14,2105,3.8158
272400,6318.983022,4231.0,18,2030,6.1805
116700,18898.56053,617.0,47,754,2.2969
111500,3262.358498,2158.0,27,1220,3.0156
105000,20548.72855,1176.0,36,1267,1.6382
150000,55729.18748,1360.0,39,589,2.1691
220900,28303.93827,2870.0,36,1371,5.2083
92900,12971.6225,2081.0,30,1005,1.9954
225000,59514.64898,1395.0,5,638,2.6745
96600,59219.62008,2781.0,29,890,1.9906
131300,19550.82743,1897.0,10,1353,3.7679
344000,7358.56988,1125.0,41,356,6.1593
183900,14814.95106,1941.0,34,1021,4.4663
328900,15045.24485,5944.0,19,2372,3.8819
147600,29809.91022,1248.0,36,1282,3.2031
134400,23594.41826,3421.0,25,1681,3.369
187500,12865.91728,1484.0,21,984,2.1734
234800,29979.23764,1741.0,26,1007,4.7069
262500,70629.60772,50.0,52,60,4.125
258300,1711.023649,1990.0,44,1141,3.9696
170000,13002.89203,1910.0,36,1593,3.89
149100,52452.51821,4420.0,15,2373,3.449
273600,7574.56923,4000.0,13,1999,4.7245
287900,3143.582011,5144.0,27,2518,3.4836
155700,9352.310408,1254.0,32,1281,2.2976
350000,7812.121706,716.0,36,388,5.0254
241600,24564.40222,1736.0,34,823,5.4042
174200,37031.4054,4176.0,18,2164,4.0365
121800,29619.37745,1256.0,35,2990,3.1528
329100,14663.44624,3345.0,4,1525,6.7962
452800,421.0840245,2819.0,44,1258,4.4777
202200,14970.88993,5774.0,9,3086,4.4063
420000,6156.826713,2061.0,42,907,6.0804
268300,4587.051173,2786.0,25,1669,5.5184
113500,88889.59326,3501.0,26,1860,3.0403
155900,7096.488661,5016.0,19,2750,2.7838
101800,9124.0673,2795.0,13,1869,2.1767
63000,119789.2021,2157.0,35,1009,1.5827
193500,21174.38091,4203.0,21,1620,5.3441
321900,102963.7698,1765.0,36,451,2.6083
242300,23689.28923,4373.0,32,2040,5.2668
234600,18254.89974,1277.0,52,954,2.5833
243100,15999.36232,4314.0,34,2361,3.2279
116400,62589.93135,5605.0,18,4028,2.9386
160000,23053.41928,1474.0,30,1844,2.551
206900,14874.29287,2419.0,51,1078,2.7933
197400,10201.63892,3215.0,28,2066,4.0194
178500,19316.00983,2217.0,37,1019,3.1217
115300,97714.2551,2061.0,14,859,2.1289
184800,16477.2951,3970.0,16,1202,3.4115
93800,29213.65486,2324.0,47,3020,1.1868
115000,25744.02261,2343.0,43,2468,1.5163
281700,11039.83017,260.0,5,157,6.5151
137500,19458.45871,2193.0,30,2197,1.8277
62000,5390.52525,1388.0,26,515,1.8015
153500,7703.085854,2069.0,39,1408,3.1115
229100,20314.47226,4249.0,18,2047,4.1304
107000,72341.41182,4680.0,15,2626,3.8355
237500,2280.735476,1838.0,52,851,1.4851
194600,17812.79409,4487.0,11,2195,3.9615
281900,7192.743212,4177.0,24,1704,6.2473
263800,1503.497883,3302.0,39,1574,3.6863
227800,6127.337868,1869.0,41,1334,3.9355
130000,83774.32589,4915.0,7,2833,4.3229
143800,28170.25623,1156.0,14,574,3.2396
268700,3520.948538,3506.0,31,2296,5.5647
228500,4565.840487,1252.0,37,878,4.2262
242100,68381.28537,3574.0,19,1373,3.6298
180600,46681.67322,2535.0,23,1327,3.5977
114300,4598.543217,1232.0,37,1086,1.6389
144400,75534.40933,3262.0,16,1794,4.2464
386400,3740.820617,1395.0,44,736,5.6206
137500,21101.11376,380.0,38,445,1.9286
189800,40842.59302,2397.0,22,1347,4.46
229900,22595.4061,5524.0,31,2848,5.5592
257800,4595.14988,4656.0,29,2304,2.4912
101300,20548.72855,1419.0,29,1696,2.2813
192000,27259.79182,2185.0,22,1644,2.593
115200,5698.726903,2153.0,52,1168,1.9615
223000,17321.51431,1270.0,27,809,5.0162
221500,6563.364516,1690.0,48,962,3.2875
267400,5244.019638,1145.0,43,586,3.5
118300,11911.28656,1989.0,20,1452,2.0077
77500,103860.5876,1244.0,37,484,2.3661
129900,68002.79274,3021.0,23,1580,4.4063
368700,20356.7387,3011.0,14,1359,7.9739
101900,39894.66105,2152.0,38,1320,2.5025
166100,14495.47654,299.0,40,163,3.0125
132800,10671.18551,1889.0,15,754,2.2278
157500,19992.95486,1818.0,45,1705,4.0441
275000,18165.38434,577.0,14,372,4.1875
198400,21492.59702,2624.0,35,3548,2.0132
198300,6491.19987,1190.0,47,540,3.375
111400,9287.335862,3780.0,15,1632,2.7644
296100,23597.93446,5121.0,16,2464,6.6204
222700,31960.8337,3690.0,32,1804,4.4875
456200,4268.203741,3803.0,45,1690,3.0476
179900,5434.748514,3592.0,42,1625,3.2434
160700,10316.48891,2796.0,36,4033,2.4886
186100,20665.38259,1525.0,37,1075,2.8971
103100,16970.07537,500.0,27,732,2.7426
372000,4676.714802,888.0,52,376,3.875
253500,26705.74731,3280.0,33,1583,4.5625
293200,26132.5188,3634.0,22,1699,4.1597
175900,6639.185048,3228.0,27,1666,4.5707
216700,7632.426885,2833.0,50,1260,2.8929
152900,10635.10157,4747.0,18,3002,3.9076
95300,7765.998865,2691.0,35,1409,3.016
121400,35248.81797,1999.0,33,1061,3.5242
212500,28354.74411,737.0,48,462,3.5893
175200,8937.581269,1426.0,43,871,3.7083
196500,12279.00978,1530.0,17,883,2.8835
317700,4143.420879,2442.0,52,1188,4.3909
167600,98228.58354,3326.0,16,527,5.7421
293300,24643.29156,1529.0,43,570,5.2366
139900,103354.7777,4300.0,10,1480,2.8208
363500,17688.58085,3549.0,5,1571,5.3705
275700,3768.177694,2374.0,44,1087,3.5
98300,5007.690566,1587.0,43,907,1.9821
225000,23175.5186,715.0,38,1174,2.345
162600,3560.253482,3687.0,33,3091,2.6506
176400,29809.91022,1091.0,33,890,2.7679
321200,16944.02568,4498.0,32,1818,4.8088
145200,53345.94214,3306.0,30,1623,2.8614
106800,24117.9949,1967.0,25,1035,3.5735
225400,1497.796636,3490.0,45,2337,3.4472
139000,100523.375,3471.0,41,1680,2.6701
221300,22606.4219,3816.0,26,1935,4.4697
253600,16190.18285,1469.0,27,578,5.9346
113400,9799.412759,2070.0,29,985,2.8466
121000,88213.52242,3909.0,26,1884,4.1361
126900,55063.52157,2992.0,30,1521,3.9128
114400,27096.05355,1705.0,15,759,3.5333
78500,89040.22504,1506.0,14,1096,1.1301
73200,84258.29037,2793.0,29,1583,1.424
67500,23579.88215,24.0,52,23,2.375
89500,13988.97146,1386.0,42,1163,2.4271
142900,46971.06946,5569.0,16,3148,3.1455
222500,27378.2763,3787.0,34,1966,4.055
289300,16021.32454,1795.0,19,1014,4.535
202900,20549.16821,2678.0,34,1540,4.4954
213700,10280.32417,2796.0,14,1466,5.2489
343400,17341.86616,2050.0,41,850,3.4208
103600,7387.33283,2677.0,17,1244,3.0313
402600,18369.68411,5484.0,27,2212,7.6202
57400,119841.7253,832.0,36,814,1.4773
71000,101913.1567,1540.0,22,610,1.5227
222400,21360.89431,2260.0,30,958,5.0323
87900,4133.423516,833.0,48,652,2.2417
164400,48390.60616,3467.0,11,2163,3.4267
106700,56788.2153,2650.0,39,1537,3.4432
234200,23992.23548,1972.0,28,970,5.4298
148900,59938.42247,1383.0,38,649,5.0194
109700,61591.695,3230.0,33,1579,3.5775
199200,20197.42114,2593.0,32,1596,3.9886
203700,35834.77787,3437.0,33,3817,2.25
156700,11667.40704,2005.0,19,972,2.2216
144500,45743.18095,2038.0,33,1546,3.4777
186600,20696.71991,1627.0,17,1216,3.3438
71300,66714.22435,421.0,25,303,2.2679
150000,9991.960418,1559.0,17,821,2.0139
156700,26131.93547,1357.0,34,1042,3.4083
190300,28171.67124,2936.0,17,1381,5.4617
135400,14671.62563,2696.0,27,1322,3.0352
250000,14423.60653,2377.0,28,1068,4.4561
247900,22953.75813,3242.0,26,2100,3.1107
187500,1081.694289,1405.0,5,725,3.6037
143800,26926.25921,1399.0,44,1419,1.8224
134400,37298.81083,2614.0,16,1163,1.5781
119600,80987.38786,2815.0,33,1447,4.2679
67500,23866.88306,1494.0,31,959,3.5282
227000,24110.19394,2704.0,16,1322,3.7857
330000,4107.506043,3525.0,40,1675,3.2083
177500,13968.78094,1947.0,32,1786,4.5726
91500,29588.98961,2268.0,9,1311,2.6607
127700,69174.60478,2300.0,28,1312,3.4844
169400,19663.27992,2120.0,25,588,3.1187
120700,66240.15926,1317.0,20,453,2.8393
171400,18140.24794,2618.0,5,1320,4.1053
96000,83882.14107,4144.0,24,2127,2.5172
231300,19742.55379,1296.0,24,850,2.7545
262500,2795.631716,1207.0,52,1008,3.3816
219800,5593.37334,1886.0,44,1167,3.1042
188400,20085.92314,2066.0,37,1031,4.0924
87100,2968.727175,847.0,36,567,1.1765
209100,3291.868029,2866.0,40,1305,3.6321
